alpha_source_65_69,alpha_target_70_74,rmse,mae,max_abs_error,median_abs_error
0.245,0.185,33859.23348234664,33833.53558300094,35145.12495664414,34326.28037526528
0.2,0.275,33864.720472969995,33757.33441699905,37291.498582906555,33225.06462473469
0.135,0.195,33921.68991328376,33805.861083665746,37394.40858290659,33463.809624734684
0.225,0.16,34023.791409013946,33997.327249667585,35380.15495664411,34431.09037526534
0.155,0.22,34082.472861805836,33969.65275033241,37545.94358290662,33568.61962473474
0.205,0.135,34188.42683918447,34161.118916334235,35615.18495664408,34535.90037526528
0.27,0.215,34233.65938495849,34209.64558300094,35419.109956644126,34774.64537526533
0.175,0.245,34243.36905505405,34133.44441699904,37697.47858290654,33673.42962473468
0.25,0.19,34398.10164418554,34373.43724966763,35654.139956644154,34879.45537526533
0.195,0.27,34404.376904220924,34297.236083665746,37849.01358290657,33778.239624734735
0.13,0.19,34461.32124145663,34345.76275033238,37951.9235829066,34016.98462473467
0.23,0.165,34562.62166885246,34537.22891633426,35889.169956644066,34984.26537526527
0.15,0.215,34622.12156379366,34509.554416999024,38103.45858290652,34121.79462473467
0.21,0.14,34727.21835371916,34701.020583000885,36124.19995664409,35089.07537526521
0.275,0.22,34772.60929830515,34749.547249667616,35928.12495664414,35327.82037526532
0.17,0.24,34783.0332132132,34673.346083665674,38254.99358290655,34226.60462473461
0.255,0.195,34937.015460960894,34913.33891633424,36163.15495664405,35432.63037526526
0.19,0.265,34944.0546517864,34837.1377503324,38406.52858290658,34331.41462473472
0.125,0.185,35000.97462535604,34885.66441699907,38509.438582906616,34570.15962473472
0.235,0.17,35101.4985333734,35077.13058300089,36398.18495664408,35537.44037526526
0.145,0.21,35161.79168734916,35049.45608366572,38660.97358290653,34674.96962473472
0.215,0.145,35266.057439407115,35240.92224966758,36633.21495664411,35642.250375265256
0.28,0.225,35311.60188696981,35289.44891633429,36437.139956644154,35880.99537526531
0.165,0.235,35322.71822307007,35213.24775033237,38812.508582906565,34779.779624734656
0.195,0.12,35430.691122427466,35404.71391633429,36868.244956644136,35747.06037526531
0.26,0.2,35475.97285204706,35453.240583000974,36672.169956644124,35985.805375265365
0.185,0.26,35483.752743057354,35377.03941699907,38964.0435829066,34884.58962473471
0.12,0.18,35540.64906029164,35425.56608366568,39066.95358290651,35123.33462473471
0.24,0.175,35640.41988861317,35617.032249667565,36907.19995664409,36090.615375265246
0.14,0.205,35701.48226103521,35589.35775033233,39218.488582906546,35228.14462473465
0.22,0.15,35804.941948511594,35780.82391633427,37142.22995664412,36195.4253752653
0.16,0.23,35862.42314324801,35753.149416999055,39370.02358290658,35332.9546247347
0.2,0.125,35969.53800228835,35944.61558300096,37377.25995664415,36300.2353752653
0.265,0.205,36014.971861199425,35993.14224966767,37181.184956644196,36538.98037526535
0.18,0.255,36023.47026367497,35916.941083665726,39521.55858290661,35437.7646247347
0.245,0.18,36179.38374639547,36156.933916334274,37416.214956644166,36643.79037526529
0.2,0.28,36184.62220381094,36080.73275033237,39673.09358290653,35542.5746247347
0.135,0.2,36241.19237124438,36129.259416999026,39776.00358290656,35781.319624734635
0.225,0.155,36343.86986050133,36320.725583000945,37651.24495664408,36748.60037526535
0.155,0.225,36402.14708816477,36293.05108366573,39927.53858290659,35886.12962473475
0.205,0.13,36508.42920021785,36484.51724966761,37886.274956644105,36853.41037526529
0.27,0.21,36554.01064740829,36533.0439163343,37690.19995664409,37092.15537526534
0.175,0.25,36563.20635323671,36456.84275033238,40079.07358290657,35990.93962473469
0.25,0.185,36718.38823512383,36696.83558300091,37925.22995664412,37196.96537526522
0.195,0.275,36724.36879093372,36620.63441699904,40230.60858290654,36095.749624734686
0.13,0.195,36780.92115796076,36669.16108366576,40333.518582906574,36334.49462473474
0.23,0.16,36882.83927278209,36860.627249667596,38160.25995664409,37301.77537526528
0.15,0.22,36941.889223961516,36832.952750332384,40485.05358290661,36439.30462473468
0.21,0.135,37047.36278226317,37024.4189163342,38395.28995664406,37406.58537526522
0.275,0.215,37093.08747654667,37072.945583000976,38199.21495664411,37645.33037526533
0.17,0.245,37102.9602013763,36996.74441699903,40636.58858290658,36544.11462473462
0.255,0.19,37257.43159137077,37236.73724966764,38434.244956644136,37750.140375265386
0.19,0.27,37264.132755728206,37160.53608366571,40788.123582906555,36648.924624734675
0.125,0.19,37320.667810889325,37209.06275033237,40891.03358290659,36887.66962473467
0.235,0.165,37421.848392226,37400.528916334246,38669.27495664416,37854.95037526527
0.145,0.215,37481.64876478296,37372.85441699906,41042.56858290656,36992.479624734726
0.215,0.14,37586.336925244184,37564.320583000896,38904.304956644075,37959.760375265265
0.28,0.22,37632.200713733124,37612.847249667604,38708.22995664412,38198.50537526532
0.165,0.24,37642.731044180466,37536.646083665684,41194.10358290654,37097.289624734665
0.26,0.195,37796.512152182826,37776.63891633422,38943.25995664403,38303.315375265316
0.185,0.265,37803.91335383964,37700.437750332385,41345.63858290657,37202.09962473472
0.12,0.185,37860.4315659163,37748.96441699906,41448.5485829066,37440.84462473472
0.24,0.17,37960.895527419605,37940.43058300088,39178.28995664406,38408.125375265256
0.14,0.21,38021.42496937372,37912.756083665685,41600.08358290652,37545.654624734656
0.22,0.145,38125.34990894354,38104.22224966759,39413.31995664409,38512.93537526531
0.16,0.235,38182.51816090912,38076.54775033237,41751.61858290655,37650.46462473465
0.2,0.12,38289.87438184206,38268.013916334276,39648.34995664412,38617.74537526531
0.265,0.2,38335.62834803415,38316.540583000984,39452.27495664416,38856.49037526536
0.18,0.26,38343.709882805364,38240.33941699908,41903.15358290658,37755.27462473471
0.245,0.175,38499.97908156104,38480.332249667554,39687.304956644075,38961.300375265244
0.135,0.205,38561.21713796036,38452.65775033236,42157.59858290653,38098.829624734644
0.225,0.15,38664.400108948255,38644.123916334276,39922.3349566441,39066.11037526536
0.155,0.23,38722.320870989264,38616.44941699904,42309.133582906565,38203.6396247347
0.205,0.125,38828.89053721704,38807.91558300095,40157.36495664413,39170.9203752653
0.27,0.205,38874.77869636222,38856.442249667656,39961.28995664418,39409.66537526535
0.175,0.255,38883.52167914994,38780.24108366573,42460.6685829066,38308.4496247347
0.25,0.18,39039.09754594318,39020.23391633432,40196.31995664415,39514.47537526535
0.195,0.28,39044.81836008646,38944.0327503324,42612.20358290657,38413.259624734696
0.13,0.2,39101.02460939086,38992.559416999015,42715.113582906546,38652.00462473463
0.23,0.155,39203.48599007924,39184.02558300091,40431.34995664406,39619.28537526529
0.15,0.225,39262.13853125676,39156.351083665715,42866.64858290658,38756.81462473469
0.21,0.13,39367.94315695411,39347.8172496676,40666.379956644145,39724.09537526523
0.275,0.21,39413.96179563437,39396.34391633433,40470.30495664419,39962.84037526534
0.17,0.25,39423.348115718785,39320.14275033234,43018.18358290655,38861.62462473463
0.255,0.185,39578.24949396742,39560.13558300092,40705.3349566441,40067.65037526528
0.19,0.275,39584.65219401145,39483.93441699905,43169.718582906586,38966.434624734684
0.125,0.195,39640.8467585079,39532.461083665745,43272.62858290662,39205.17962473468
0.235,0.16,39742.606100354016,39723.927249667606,40940.36495664413,40172.46037526528
0.145,0.22,39801.97053342199,39696.25275033239,43424.16358290659,39309.989624734735
0.215,0.135,39907.03076340317,39887.71891633425,41175.39495664404,40277.270375265274
0.28,0.215,39953.17631989175,39936.24558300092,40979.31995664409,40516.01537526533
0.165,0.245,39963.18859922754,39860.04441699906,43575.698582906625,39414.799624734675
0.26,0.19,40117.43357563964,40100.03724966765,41214.34995664412,40620.825375265325
0.185,0.27,40124.49981935747,40023.83608366572,43727.23358290654,39519.60962473473
0.12,0.19,40180.682993733,40072.36275033236,43830.143582906574,39758.35462473467
0.24,0.165,40281.7590654318,40263.82891633422,41449.37995664409,40725.635375265265
0.14,0.215,40341.816301738756,40236.15441699902,43981.67858290655,39863.164624734665
0.22,0.14,40446.15195760031,40427.62058300092,41684.409956644115,40830.44537526532
0.16,0.24,40503.04256800662,40399.94608366569,44133.21358290652,39967.97462473466
0.265,0.195,40656.6485125007,40639.938916334264,41723.36495664413,41174.000375265256
0.18,0.265,40664.36068685246,40563.73775033242,44284.74858290661,40072.78462473472
0.245,0.17,40820.94358349833,40803.730583000906,41958.39495664416,41278.81037526525
0.135,0.21,40881.675290857755,40776.05608366567,44539.193582906504,40416.33962473465
0.225,0.145,40985.30541410466,40967.522249667636,42193.42495664407,41383.62037526537
0.155,0.235,41042.90948992451,40939.84775033236,44690.72858290654,40521.14962473465
0.205,0.12,41149.733204358236,41131.313916334264,42428.4549566441,41488.43037526531
0.27,0.2,41195.89309295589,41179.84058300097,42232.379956644145,41727.17537526536
0.175,0.26,41204.23427599757,41103.63941699907,44842.26358290657,40625.95962473471
0.25,0.175,41360.15842054837,41343.63224966758,42467.40995664406,41831.98537526524
0.13,0.205,41421.54698384737,41315.957750332345,45096.70858290652,40969.51462473464
0.23,0.15,41524.48987623593,41507.42391633425,42702.439956644084,41936.7953752653
0.15,0.23,41582.78886047166,41479.74941699905,45248.24358290655,41074.3246247347
0.21,0.125,41688.88667801687,41671.215583000914,42937.46995664411,42041.60537526524
0.275,0.205,41735.16616796347,41719.742249667645,42741.39495664416,42280.35037526535
0.17,0.255,41744.12009320836,41643.5410836657,45399.77858290658,41179.13462473464
0.255,0.18,41899.40240603217,41883.53391633427,42976.42495664407,42385.16037526529
0.19,0.28,41905.539650027116,41807.332750332425,45551.313582906616,41283.94462473469
0.125,0.2,41961.430890367315,41855.85941699904,45654.22358290653,41522.68962473469
0.235,0.155,42063.70415167759,42047.32558300092,43211.4549566441,42489.970375265286
0.145,0.225,42122.68020099202,42019.651083665725,45805.758582906565,41627.499624734744
0.215,0.13,42228.070640265534,42211.11724966761,43446.484956644126,42594.78037526528
0.28,0.21,42274.46664705358,42259.64391633434,43250.409956644115,42833.52537526534
0.165,0.25,42284.01767009806,42183.442750332375,45957.2935829066,41732.309624734684
0.26,0.185,42438.674428832266,42423.435583000966,43485.439956644084,42938.335375265335
0.185,0.275,42445.44229239975,42347.23441699906,46108.82858290657,41837.11962473468
0.12,0.195,42501.326544981195,42395.76108366577,46211.73858290666,42075.864624734735
0.24,0.16,42602.947108411965,42587.227249667594,43720.46995664411,43043.145375265274
0.14,0.22,42662.583057048614,42559.55275033236,46363.27358290658,42180.674624734675
0.22,0.135,42767.28393795922,42751.01891633424,43955.49995664408,43147.95537526533
0.16,0.245,42823.92656189036,42723.34441699906,46514.80858290661,42285.48462473467
0.265,0.19,42977.973433542385,42963.33724966762,43994.4549566441,43491.51037526538
0.18,0.27,42985.35607993647,42887.13608366571,46666.343582906586,42390.29462473467
0.245,0.165,43142.21767095991,43127.128916334266,44229.484956644126,43596.32037526526
0.135,0.215,43202.496996911534,43099.45441699903,46920.78858290659,42733.84962473466
0.225,0.14,43306.52547532355,43290.92058300093,44464.514956644096,43701.13037526526
0.155,0.24,43363.846345950886,43263.2460836657,47072.32358290657,42838.65962473466
0.27,0.195,43517.29841702238,43503.23891633427,44503.46995664411,44044.68537526531
0.175,0.265,43525.28059788336,43427.03775033242,47223.85858290666,42943.46962473472
0.25,0.17,43681.51481689792,43667.03058300092,44738.49995664408,44149.49537526525
0.13,0.21,43742.421610157544,43639.35608366568,47478.30358290655,43287.02462473465
0.23,0.145,43845.79421043389,43830.82224966758,44973.52995664411,44254.30537526531
0.15,0.235,43903.77662042696,43803.14775033235,47629.83858290652,43391.83462473465
0.21,0.12,44010.13589220914,43994.61391633427,45208.55995664408,44359.115375265246
0.275,0.2,44056.648425205196,44043.14058300096,45012.484956644126,44597.86037526536
0.17,0.26,44065.215451805874,43966.939416999034,47781.373582906555,43496.64462473465
0.255,0.175,44220.837573629346,44206.93224966757,45247.514956644154,44702.67037526524
0.125,0.205,44282.35650637234,44179.257750332355,48035.818582906504,43840.1996247347
0.235,0.15,44385.08915195103,44370.723916334275,45482.544956644066,44807.480375265295
0.145,0.23,44443.71700298611,44343.04941699908,48187.353582906595,43945.009624734754
0.215,0.125,44549.402469641725,44534.51558300094,45717.57495664415,44912.29037526529
0.28,0.205,44596.022550134934,44583.04224966767,45521.49995664414,45151.03537526535
0.165,0.255,44605.16026636065,44506.84108366573,48338.88858290657,44049.81962473469
0.26,0.18,44760.185015388444,44746.83391633432,45756.52995664417,45255.845375265344
0.185,0.28,44766.68540104433,44670.632750332414,48490.4235829066,44154.62962473469
0.12,0.2,44822.30131394621,44719.159416999006,48593.33358290652,44393.37462473463
0.24,0.155,44924.4093560907,44910.62558300091,45991.55995664408,45360.65537526528
0.14,0.225,44983.66712964523,44882.951083665714,48744.86858290655,44498.184624734684
0.22,0.13,45088.694896144145,45074.41724966761,46226.58995664411,45465.46537526534
0.16,0.25,45145.114684153974,45046.7427503324,48896.40358290658,44602.99462473468
0.265,0.185,45299.5562604573,45286.73558300091,46265.544956644124,45809.020375265274
0.18,0.275,45306.643103658134,45210.534416999064,49047.938582906616,44707.80462473468
0.245,0.16,45463.75392380873,45450.5272496676,46500.57495664415,45913.83037526527
0.135,0.22,45523.626653683736,45422.85275033235,49302.383582906565,45051.35962473467
0.225,0.135,45628.012255160516,45614.31891633427,46735.60495664412,46018.64037526527
0.155,0.245,45685.07836468226,45586.64441699905,49453.9185829066,45156.16962473467
0.27,0.19,45838.950468580006,45826.63724966766,46774.559956644196,46362.19537526532
0.175,0.27,45846.609958997884,45750.43608366576,49605.45358290663,45260.979624734726
0.25,0.165,46003.12199818294,45990.428916334255,47009.58995664411,46467.00537526526
0.13,0.215,46063.59524463218,45962.75441699906,49859.89858290658,45604.53462473466
0.23,0.14,46167.35367292165,46154.22058300092,47244.619956644136,46571.815375265316
0.15,0.24,46225.050983346155,46126.546083665686,50011.43358290655,45709.34462473466
0.275,0.195,46378.36683855485,46366.53891633428,47283.57495664409,46915.37037526537
0.17,0.265,46386.585647434316,46290.33775033239,50162.968582906644,45814.154624734656
0.255,0.17,46542.5127619773,46530.33058300087,47518.60495664406,47020.18037526525
0.125,0.21,46603.572587331335,46502.65608366571,50417.413582906534,46157.70962473471
0.235,0.145,46706.71831597933,46694.12224966761,47753.63495664409,47124.990375265304
0.145,0.235,46765.03223053307,46666.44775033236,50568.94858290657,46262.51962473465
0.215,0.12,46870.98287383998,46857.91391633428,47988.66495664418,47229.8003752653
0.28,0.2,46917.8046059943,46906.44058300103,47792.589956644224,47468.545375265356
0.165,0.26,46926.569864044905,46830.239416999044,50720.48358290654,46367.3296247347
0.26,0.175,47081.925435372745,47070.23224966761,48027.619956644136,47573.355375265295
0.12,0.205,47143.55838105635,47042.55775033232,50974.92858290649,46710.88462473464
0.24,0.15,47246.10538890896,47234.02391633426,48262.64995664416,47678.16537526529
0.14,0.23,47305.02181076226,47206.34941699903,51126.46358290652,46815.69462473469
0.22,0.125,47410.34385236979,47397.81558300093,48497.679956644075,47782.97537526535
0.16,0.255,47466.562317777614,47370.141083665716,51277.998582906555,46920.50462473469
0.265,0.18,47621.359273851325,47610.133916334344,48536.63495664421,48126.53037526528
0.18,0.28,47628.17911783306,47533.9327503324,51429.53358290659,47025.31462473469
0.245,0.155,47785.514132167686,47773.925583000935,48771.66495664412,48231.34037526534
0.135,0.225,47845.019441887984,47746.2510836657,51683.97858290654,47368.86962473468
0.225,0.13,47949.72701407305,47937.7172496676,49006.69495664415,48336.15037526528
0.155,0.25,48006.562730671474,47910.04275033239,51835.51358290657,47473.67962473468
0.27,0.185,48160.81356622305,48150.03558300098,49045.64995664416,48679.70537526533
0.175,0.275,48168.18143853163,48073.834416999096,51987.0485829066,47578.489624734735
0.25,0.16,48324.94382009515,48313.82724966761,49280.67995664419,48784.51537526527
0.13,0.22,48385.02485435586,48286.152750332374,52241.49358290655,47922.04462473467
0.23,0.135,48489.13161866651,48477.61891633427,49515.7099566441,48889.325375265325
0.15,0.245,48546.5708371289,48449.94441699906,52393.02858290658,48026.85462473467
0.275,0.19,48700.28763278319,48689.93724966765,49554.66495664412,49232.88037526538
0.17,0.27,48708.19138496381,48613.736083665724,52544.563582906616,48131.664624734665
0.255,0.165,48864.393759046616,48853.72891633424,49789.69495664415,49337.6903752652
0.125,0.215,48925.037790508475,48826.05441699907,52799.008582906565,48475.21962473472
0.235,0.14,49028.556958416106,49017.52058300094,50024.724956644175,49442.500375265256
0.145,0.24,49086.58638323611,48989.846083665696,52950.5435829066,48580.029624734656
0.28,0.195,49239.78082359001,49229.838916334265,50063.67995664413,49786.05537526531
0.165,0.265,49248.20870627961,49153.6377503324,53102.07858290663,48684.83962473471
0.26,0.17,49403.863285648105,49393.630583000915,50298.7099566441,49890.865375265246
0.12,0.21,49465.05800393622,49365.9560836657,53356.52358290652,49028.39462473465
0.24,0.145,49568.00235636885,49557.42224966758,50533.73995664413,49995.6753752653
0.14,0.235,49626.60912612788,49529.74775033237,53508.058582906495,49133.2046247347
0.22,0.12,49732.19747524859,49721.2139163343,50768.7699566441,50100.48537526536
0.16,0.26,49788.233162508724,49693.53941699903,53659.59358290653,49238.0146247347
0.265,0.175,49943.35176516406,49933.5322496676,50807.72495664412,50444.04037526529
0.245,0.15,50107.467164698915,50097.32391633429,51042.75495664409,50548.85037526535
0.135,0.23,50166.63883339314,50069.64941699904,54065.57358290657,49686.37962473469
0.225,0.125,50271.63816553018,50261.11558300094,51277.78495664417,50653.66037526529
0.155,0.255,50328.264523977465,50233.441083665726,54217.1085829066,49791.18962473469
0.27,0.18,50482.85858996969,50473.43391633433,51316.73995664425,50997.21537526534
0.175,0.28,50489.96163806166,50397.23275033241,54368.643582906574,49895.999624734744
0.25,0.155,50646.95076315863,50637.22558300092,51551.76995664404,51102.02537526528
0.13,0.225,50706.67528251863,50609.55108366569,54623.08858290652,50239.55462473468
0.23,0.13,50811.09809735387,50801.01724966767,51786.79995664419,51206.835375265335
0.15,0.25,50868.302570762164,50773.34275033238,54774.623582906555,50344.36462473468
0.275,0.185,51022.383178119744,51013.335583000946,51825.754956644145,51550.39037526527
0.17,0.275,51030.00051652539,50937.13441699906,54926.15858290659,50449.174624734675
0.255,0.16,51186.45255762801,51177.127249667596,52060.784956644115,51655.20037526521
0.125,0.22,51246.71826036782,51149.452750332384,55180.60358290654,50792.729624734726
0.235,0.135,51350.576664297376,51340.91891633426,52295.81495664414,51760.010375265265
0.145,0.245,51408.347092177755,51313.24441699905,55332.13858290657,50897.539624734665
0.28,0.19,51561.92497200753,51553.23724966764,52334.76995664416,52103.565375265316
0.165,0.27,51570.04583190013,51477.03608366576,55483.6735829066,51002.34962473472
0.26,0.165,51725.97197875397,51717.02891633427,52569.79995664419,52208.375375265256
0.12,0.215,51786.76756269206,51689.354416999035,55738.11858290655,51345.904624734656
0.24,0.14,51890.073285137114,51880.820583000896,52804.8299566441,52313.18537526531
0.14,0.24,51948.39788629755,51853.14608366572,55889.65358290658,51450.71462473471
0.16,0.265,52110.09738405813,52016.937750332385,56041.188582906616,51555.52462473471
0.265,0.17,52265.50848067423,52256.93058300094,53078.81495664414,52761.5503752653
0.245,0.145,52429.58740255334,52420.72224966765,53313.84495664417,52866.36037526536
0.135,0.235,52488.454759502994,52393.04775033236,56447.16858290654,52003.88962473464
0.225,0.12,52593.71969848371,52584.51391633429,53548.87495664414,52971.1703752653
0.155,0.26,52650.154981080705,52556.83941699906,56598.70358290657,52108.6996247347
0.27,0.175,52805.06153981898,52796.83224966761,53587.8299566441,53314.72537526535
0.25,0.15,52969.118481914506,52960.623916334276,53822.859956644126,53419.53537526529
0.13,0.23,53028.51752606099,52932.94941699904,57004.68358290655,52557.06462473469
0.23,0.125,53133.22839184798,53124.415583000984,54057.889956644154,53524.345375265344
0.15,0.255,53190.21843884138,53096.741083665715,57156.218582906586,52661.874624734686
0.275,0.18,53344.63065378526,53336.733916334364,54096.84495664417,53867.900375265395
0.17,0.28,53351.98648779365,53260.53275033238,57307.75358290656,52766.684624734684
0.255,0.155,53508.66601013583,53500.52558300091,54331.87495664408,53972.71037526522
0.125,0.225,53568.5860077263,53472.851083665715,57562.19858290657,53110.239624734735
0.235,0.13,53672.75393383433,53664.317249667576,54566.90495664411,54077.520375265274
0.145,0.25,53730.28758061468,53636.642750332365,57713.73358290654,53215.049624734675
0.28,0.185,53884.21534027842,53876.635583000956,54605.859956644126,54421.075375265325
0.165,0.275,53892.05561292033,53800.43441699907,57865.268582906574,53319.85962473473
0.26,0.16,54048.22949460497,54040.427249667584,54840.889956644154,54525.885375265265
0.12,0.22,54108.660033368324,54012.75275033237,58119.71358290658,53663.414624734665
0.24,0.135,54212.29582140602,54204.21891633429,55075.919956644066,54630.69537526532
0.14,0.245,54270.36223670802,54176.54441699906,58271.248582906555,53768.22462473472
0.16,0.27,54432.1302363092,54340.336083665745,58422.78358290659,53873.03462473472
0.265,0.165,54587.80846217187,54580.32891633429,55349.90495664411,55079.06037526531
0.245,0.14,54751.85357133938,54744.12058300092,55584.93495664414,55183.87037526525
0.135,0.24,54810.442244115264,54716.44608366569,58828.76358290657,54321.39962473465
0.155,0.265,54972.2101959072,54880.237750332395,58980.2985829066,54426.20962473471
0.27,0.17,55127.40245819751,55120.23058300093,55858.91995664418,55632.23537526524
0.25,0.145,55291.42671925905,55284.02224966759,56093.94995664409,55737.0453752653
0.13,0.235,55350.527446191,55256.34775033238,59386.278582906525,54874.5746247347
0.23,0.12,55455.501923402146,55447.8139163343,56328.97995664412,55841.85537526535
0.15,0.26,55512.295335966184,55420.13941699907,59537.81358290656,54979.384624734696
0.275,0.175,55667.01104565843,55660.13224966764,56367.93495664414,56185.41037526529
0.255,0.15,55831.01481872825,55823.92391633431,56602.964956644166,56290.220375265344
0.125,0.23,55890.61769234295,55796.24941699905,59943.7935829066,55427.749624734686
0.235,0.125,55995.06916401471,55987.715583000914,56837.994956644136,56395.03037526528
0.145,0.255,56052.385506739236,55960.04108366572,60095.32858290663,55532.559624734684
0.28,0.18,56206.633804301775,56200.03391633431,56876.94995664421,56738.585375265335
0.165,0.28,56214.216653998956,56123.8327503324,60246.863582906546,55637.36962473474
0.26,0.155,56370.617440391354,56363.82558300094,57111.97995664412,56843.395375265274
0.12,0.225,56430.712837742765,56336.151083665725,60501.30858290661,55980.924624734675
0.24,0.13,56534.65128284764,56527.617249667645,57347.00995664415,56948.20537526533
0.14,0.25,56592.48056419455,56499.942750332375,60652.84358290653,56085.73462473473
0.16,0.275,56754.31102131222,56663.73441699904,60804.37858290656,56190.54462473467
0.265,0.16,56910.234171165655,56903.72724966763,57620.994956644136,57396.57037526532
0.245,0.135,57074.2478579229,57067.51891633424,57856.024956644105,57501.38037526526
0.135,0.245,57132.58036974538,57039.844416999025,61210.35858290654,56638.90962473466
0.155,0.27,57294.410136321385,57203.63608366573,61361.893582906574,56743.71962473472
0.27,0.165,57449.86461347763,57443.628916334244,58130.00995664415,57949.74537526525
0.25,0.14,57613.85848306037,57607.42058300093,58365.03995664412,58054.55537526531
0.13,0.24,57672.684789995226,57579.74608366572,61767.873582906555,57192.08462473471
0.15,0.265,57834.513866014466,57743.537750332405,61919.40858290659,57296.894624734705
0.275,0.17,57989.50838454288,57983.53058300095,58639.024956644105,58502.9203752653
0.255,0.145,58153.482767145135,58147.3222496676,58874.054956644075,58607.73037526535
0.125,0.235,58212.79369649702,58119.64775033237,62325.38858290657,57745.25962473464
0.235,0.12,58317.50587326652,58311.11391633427,59109.0849566441,58712.54037526529
0.145,0.26,58374.62208230116,58283.43941699908,62476.9235829066,57850.06962473469
0.28,0.175,58529.16511568459,58523.43224966759,59148.03995664418,59056.09537526523
0.26,0.15,58693.12033343628,58687.22391633425,59383.06995664409,59160.90537526528
0.12,0.23,58752.906965525995,58659.54941699904,62882.90358290658,58298.434624734684
0.24,0.125,58857.12393477572,58851.01558300096,59618.09995664412,59265.71537526534
0.14,0.255,58914.7346617872,58823.341083665706,63034.43858290656,58403.24462473474
0.16,0.28,59076.6222942712,58987.13275033239,63185.97358290659,58508.05462473468
0.265,0.155,59232.77081891301,59227.12558300095,59892.0849566441,59714.08037526533
0.245,0.13,59396.75523421011,59390.9172496676,60127.11495664419,59818.89037526527
0.135,0.25,59454.85148556132,59363.24275033238,63591.95358290657,58956.41962473467
0.155,0.275,59616.73789020852,59527.03441699905,63743.488582906546,59061.229624734726
0.27,0.16,59772.433873655835,59767.0272496676,60401.09995664412,60267.25537526526
0.25,0.135,59936.39941401088,59930.818916334305,60636.129956644145,60372.065375265316
0.13,0.245,59994.97243899332,59903.14441699907,64149.468582906586,59509.59462473472
0.15,0.27,60156.85762673878,60066.93608366572,64301.00358290656,59614.404624734714
0.275,0.165,60312.10916026151,60306.92891633429,60910.11495664413,60820.43037526531
0.255,0.14,60476.05612937287,60470.72058300092,61145.14495664416,60925.240375265246
0.125,0.24,60535.0974115432,60443.046083665686,64706.98358290654,60062.76962473465
0.145,0.265,60696.98139332522,60606.83775033241,64858.51858290663,60167.5796247347
0.28,0.17,60851.796353288395,60846.830583000905,61419.129956644145,61373.60537526524
0.26,0.145,61015.72504768199,61010.62224966757,61654.15995664406,61478.41537526529
0.12,0.235,61075.226296580666,60982.94775033238,65264.498582906555,60615.94462473469
0.24,0.12,61179.70043101493,61174.41391633428,61889.189956644084,61583.22537526535
0.14,0.26,61237.109083330055,61146.73941699908,65416.03358290659,60720.75462473475
0.265,0.15,61555.40584798102,61550.5239163343,62163.17495664419,62031.59037526534
0.245,0.125,61719.36293346304,61714.31558300093,62398.2049566441,62136.40037526528
0.135,0.255,61777.24059384417,61686.64108366574,65973.5485829066,61273.92962473468
0.155,0.28,61939.17908097804,61850.43275033244,66125.08358290663,61378.739624734735
0.27,0.155,62095.09822046363,62090.42558300096,62672.189956644084,62584.76537526527
0.25,0.13,62259.037294840884,62254.21724966762,62907.21995664411,62689.575375265325
0.13,0.25,62317.37582552561,62226.54275033241,66531.06358290662,61827.104624734726
0.15,0.275,62479.31265374194,62390.33441699904,66682.59858290653,61931.914624734665
0.275,0.16,62634.801865994996,62630.32724966764,63181.204956644215,63137.940375265316
0.255,0.135,62798.72320941156,62794.118916334235,63416.234956644126,63242.750375265256
0.125,0.245,62857.51468244625,62766.44441699904,67088.57858290657,62380.279624734656
0.145,0.27,63019.44987086661,62930.236083665724,67240.1135829066,62485.08962473471
0.28,0.165,63174.51649565598,63170.22891633422,63691.115375265246,63690.21995664411
0.26,0.14,63338.42038185231,63334.02058300093,63925.24995664414,63795.9253752653
0.12,0.24,63397.65707194659,63306.346083665696,67646.09358290653,62933.4546247347
0.14,0.265,63559.59063944125,63470.1377503324,67797.62858290656,63038.26462473476
0.265,0.145,63878.12852681469,63873.92224966766,64434.264956644154,64349.10037526535
0.245,0.12,64042.060040470424,64037.71391633432,64669.29495664418,64453.91037526529
0.135,0.26,64099.73486968629,64010.039416999054,68355.14358290657,63591.43962473469
0.27,0.15,64417.84736850735,64413.82391633431,64943.27995664417,64902.27537526528
0.25,0.125,64581.76166534751,64577.61558300094,65178.309956644196,65007.08537526522
0.13,0.255,64639.88247482244,64549.94108366574,68912.65858290659,64144.614624734735
0.15,0.28,64801.86698390084,64713.73275033241,69064.19358290662,64249.424624734675
0.275,0.155,64957.57664029969,64953.72558300092,65455.450375265325,65452.294956644066
0.255,0.13,65121.47397945113,65117.51724966755,65687.3249566441,65560.26037526526
0.125,0.25,65180.03337094639,65089.8427503324,69470.1735829066,64697.789624734665
0.145,0.275,65342.01587452355,65253.63441699906,69621.70858290658,64802.59962473472
0.28,0.16,65497.31608434475,65493.62724966762,66008.62537526526,65961.3099566442
0.26,0.135,65661.19671919617,65657.41891633428,66196.33995664411,66113.43537526531
0.12,0.245,65720.18747691276,65629.74441699905,70027.68858290656,65250.96462473471
0.14,0.27,65882.16799998196,65793.53608366569,70179.22358290653,65355.77462473471
0.265,0.14,66200.929629588,66197.32058300094,66705.35495664412,66666.61037526524
0.135,0.265,66422.32328135821,66333.43775033239,70736.7385829066,65908.9496247347
